Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Family_Size,Income_PerCap,Total_Spent,Prop_Spending_Income_pc,Total_Puchases,Avg_Ticket,Age,Dt_Customer_InDays,Lives_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow
3,33456.0,1,1,58,7,3,10,8,1,7,2,1,0,3,7,0,0,4,8364.0,36,0.0043041606886657,6,6.0,49,631,0,0,0,0,1,0
3,28718.0,1,0,78,12,4,6,11,8,16,2,2,0,3,8,0,0,3,9572.67,57,0.0059544515793399,7,8.14,32,349,0,0,1,0,0,0
3,50447.0,2,0,4,85,7,24,2,3,27,1,3,1,3,6,0,0,4,12611.75,148,0.011735088310504,8,18.5,44,631,0,0,1,0,0,0
5,53537.0,1,1,17,81,0,6,0,0,6,2,2,1,3,5,0,0,4,13384.25,93,0.0069484655471916,8,11.62,55,550,0,0,0,0,1,0
3,52074.0,0,1,77,59,0,12,0,0,48,1,2,2,2,4,0,0,2,26037.0,119,0.0045704190190882,7,17.0,47,614,1,0,0,1,0,0
5,80427.0,0,1,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,3,26809.0,1835,0.0684471632660673,28,65.54,39,45,0,0,1,0,0,0
5,83837.0,0,0,79,847,66,119,86,89,111,1,9,10,5,4,0,1,2,41918.5,1318,0.0314419647649605,25,52.72,66,140,0,0,1,0,0,0
5,38853.0,1,1,90,29,0,14,0,0,2,2,2,0,3,7,0,0,4,9713.25,45,0.0046328468844104,7,6.43,44,663,0,0,1,0,0,0
3,38285.0,2,1,96,2,0,5,2,0,1,1,0,0,3,2,0,0,5,7657.0,10,0.001305994514823,4,2.5,55,695,0,0,0,0,1,0
2,78497.0,0,0,44,207,26,447,75,0,223,1,5,7,12,2,0,0,2,39248.5,978,0.0249181497382065,25,39.12,63,490,0,0,1,0,0,0
5,51650.0,0,1,81,152,3,22,2,5,7,1,4,1,4,5,0,0,3,17216.67,191,0.0110938991105713,10,19.1,38,651,0,0,1,0,0,0
2,16248.0,1,0,77,12,11,10,3,12,9,3,2,1,3,6,0,0,3,5416.0,57,0.0105243722304283,9,6.33,26,650,0,0,1,0,0,0
4,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,2,33417.5,1033,0.0309119473329842,24,43.04,68,426,0,0,1,0,0,0
4,30477.0,1,0,16,47,1,6,0,0,12,1,1,1,3,6,0,0,3,10159.0,66,0.0064967024313416,6,11.0,30,542,0,0,1,0,0,0
1,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,2,14124.5,43,0.0030443555524089,6,7.17,53,686,0,0,1,0,0,0
3,25271.0,1,0,45,10,1,18,10,4,7,1,1,1,2,9,0,0,3,8423.67,50,0.0059356551241917,5,10.0,31,129,0,0,1,0,0,0
5,32303.0,0,1,63,35,0,2,0,0,2,2,1,0,4,5,0,0,2,16151.5,39,0.0024146364114788,7,5.57,44,587,1,0,0,1,0,0
3,61286.0,0,1,34,356,0,107,19,9,117,2,7,1,8,5,0,0,3,20428.67,608,0.0297620941549303,18,33.78,48,369,0,0,1,0,0,0
3,74068.0,0,0,14,783,30,537,140,76,15,1,4,10,9,2,0,0,2,37034.0,1581,0.0426905006210509,24,65.88,38,233,0,0,1,0,0,0
5,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,4,11439.75,68,0.005944185843222,7,9.71,50,209,0,0,1,0,0,0
1,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,0,0,3,8294.0,80,0.0096455268869061,5,16.0,36,42,0,0,0,0,1,0
5,66973.0,0,0,98,466,22,432,147,113,102,1,8,7,12,3,0,0,2,33486.5,1282,0.03828408463112,28,45.79,25,292,0,0,0,0,1,0
3,38872.0,1,0,93,23,3,21,3,19,22,2,3,0,3,8,0,0,3,12957.33,91,0.0070230518170024,8,11.38,26,305,0,0,1,0,0,0
3,51148.0,1,1,38,235,6,45,8,9,12,4,5,1,6,6,0,0,4,12787.0,315,0.0246343943067177,16,19.69,41,204,0,0,1,0,0,0
3,31353.0,1,1,24,10,0,10,3,1,7,2,1,1,2,8,0,0,4,7838.25,31,0.0039549644372149,6,5.17,37,518,0,0,1,0,0,0
4,69661.0,0,0,80,656,16,106,32,16,8,1,7,3,12,3,0,0,2,34830.5,834,0.0239445313733653,23,36.26,34,653,0,0,1,0,0,0
3,80067.0,0,0,82,519,17,813,27,173,51,1,4,6,6,2,0,0,2,40033.5,1600,0.0399665280327725,17,94.12,60,417,0,0,1,0,0,0
3,86718.0,0,0,20,344,189,482,50,33,172,1,5,6,5,2,0,0,2,43359.0,1270,0.029290343411979,17,74.71,60,172,0,0,1,0,0,0
5,46854.0,1,1,81,96,1,79,7,1,79,6,5,1,3,8,0,1,3,15618.0,263,0.0168395441157638,15,17.53,41,610,1,0,0,1,0,0
3,69142.0,0,1,50,448,4,34,6,4,39,3,8,1,7,5,0,0,2,34571.0,535,0.0154753984553527,19,28.16,62,700,1,1,0,0,0,0
3,75922.0,0,0,60,265,138,553,224,23,92,1,4,4,9,1,0,0,1,75922.0,1295,0.0170569795316245,18,71.94,46,498,1,0,0,1,0,0
3,63693.0,0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,2,31846.5,1150,0.0361107186033002,29,39.66,36,442,1,1,0,0,0,0
5,102160.0,0,0,54,763,29,138,76,176,58,0,7,9,10,4,0,1,2,51080.0,1240,0.0242756460454189,26,47.69,37,96,0,0,0,0,1,0
5,40637.0,1,1,72,22,0,13,0,0,3,2,1,0,3,7,0,0,3,13545.67,38,0.0028053245059122,6,6.33,49,353,1,0,0,1,0,0
4,18890.0,0,0,5,6,4,1,7,2,15,1,0,1,2,6,0,1,1,18890.0,35,0.0018528321863419,4,8.75,30,104,1,0,0,1,0,0
3,29604.0,1,0,88,7,6,13,7,6,14,1,1,0,3,9,0,0,3,9868.0,53,0.0053708958248885,5,10.6,26,497,0,0,0,0,1,0
4,48721.0,1,1,50,81,18,113,47,13,21,6,4,2,5,6,0,0,3,16240.33,293,0.0180415053142393,17,17.24,51,288,1,1,0,0,0,0
3,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,3,14931.33,65,0.0043532625693759,6,10.83,48,679,0,0,1,0,0,0
3,64497.0,0,1,17,1170,48,320,42,32,192,5,11,4,9,8,0,1,2,32248.5,1804,0.0559405863838628,29,62.21,60,43,1,1,0,0,0,0
3,46097.0,0,1,11,72,24,68,65,4,8,5,3,1,6,4,0,0,3,15365.67,241,0.0156843144490282,15,16.07,58,245,0,0,0,0,1,0
3,77972.0,0,0,18,613,22,319,33,102,12,1,4,6,9,1,0,0,2,38986.0,1101,0.0282409069922536,20,55.05,60,597,0,0,0,0,1,0
5,44377.0,1,1,70,224,0,30,0,0,10,8,5,1,5,8,0,0,4,11094.25,264,0.0237961105978322,19,13.89,46,68,0,0,1,0,0,0
4,46014.0,1,1,21,410,0,59,19,9,44,10,7,1,8,7,0,0,4,11503.5,541,0.0470291650367279,26,20.81,40,176,0,0,0,0,1,0
3,70951.0,0,0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,2,35475.5,1198,0.033769784781046,17,70.47,29,279,0,0,1,0,0,0
3,41443.0,1,0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,3,13814.33,482,0.0348913048986089,20,24.1,37,611,0,0,1,0,0,0
2,52195.0,2,1,2,12,0,4,0,0,1,1,1,0,2,8,0,0,4,13048.75,17,0.0013028067822588,4,4.25,36,652,1,0,0,1,0,0
4,83790.0,0,0,81,1076,16,417,42,48,16,1,8,10,6,3,0,0,2,41895.0,1615,0.0385487528344671,25,64.6,66,474,0,0,1,0,0,0
4,44551.0,0,1,24,182,4,33,0,0,66,2,4,1,5,7,0,0,2,22275.5,285,0.0127943256043635,12,23.75,60,398,1,0,0,0,0,1
3,69508.0,1,0,48,824,32,162,42,32,43,2,11,4,11,6,0,0,3,23169.33,1135,0.0489871739925151,28,40.54,34,108,0,0,0,0,1,0
2,45204.0,1,0,93,30,11,25,29,1,18,1,1,1,4,3,0,0,3,15068.0,114,0.0075657021502521,7,16.29,26,621,0,0,0,0,1,0
3,72460.0,0,0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,2,36230.0,1047,0.028898702732542,16,65.44,45,473,0,0,1,0,0,0
5,77622.0,0,2,3,520,7,154,19,0,14,2,6,3,11,3,0,0,4,19405.5,714,0.0367936925098554,22,32.45,44,624,0,0,0,0,1,0
5,30732.0,1,0,44,155,1,25,0,1,3,4,4,1,4,8,0,0,3,10244.0,185,0.0180593518156969,13,14.23,34,160,0,0,1,0,0,0
3,63887.0,0,1,38,897,23,207,15,11,92,5,9,6,12,6,0,0,2,31943.5,1245,0.0389750653497581,32,38.91,52,41,1,1,0,0,0,0
3,42011.0,1,0,46,131,0,16,2,1,39,4,3,1,4,8,0,0,3,14003.67,189,0.0134964619988902,12,15.75,36,240,0,0,0,0,1,0
3,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,3,17123.0,576,0.0336389651346142,16,36.0,38,88,0,0,0,0,1,0
3,51537.0,0,1,27,787,20,204,0,0,92,3,2,2,11,8,0,0,2,25768.5,1103,0.0428041989250441,18,61.28,62,133,1,1,0,0,0,0
5,79930.0,0,0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,2,39965.0,1753,0.0438633804579006,17,103.12,42,10,0,0,1,0,0,0
5,34320.0,1,0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,3,11440.0,17,0.0014860139860139,4,4.25,28,567,0,0,0,0,1,0
3,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,1,3,12356.67,433,0.035041803333746,23,18.83,48,234,1,0,0,1,0,0
2,81975.0,0,1,2,983,76,184,180,138,27,1,6,3,4,7,0,0,2,40987.5,1588,0.0387435193656602,14,113.43,52,160,1,1,0,0,0,0
3,38590.0,1,0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,3,12863.33,22,0.0017102880824794,4,5.5,43,290,0,0,0,0,1,0
3,15033.0,0,0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,1,15033.0,19,0.0012638861172088,5,3.8,63,626,1,0,0,1,0,0
5,62745.0,0,1,89,562,21,464,28,10,32,3,7,8,11,5,0,0,3,20915.0,1117,0.0534066459478842,29,38.52,49,237,0,0,1,0,0,0
2,22212.0,1,0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,3,7404.0,69,0.0093192868719611,8,8.62,39,498,0,0,1,0,0,0
4,23661.0,1,0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,3,7887.0,23,0.00291619120071,5,4.6,32,493,0,0,0,0,1,0
5,79761.0,0,1,32,415,5,124,15,35,11,1,5,2,11,3,0,0,2,39880.5,605,0.0151703213349882,19,31.84,56,432,1,0,0,1,0,0
3,7500.0,1,0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,2,3750.0,57,0.0152,11,5.18,41,515,1,0,0,1,0,0
3,73455.0,0,0,98,901,61,757,186,163,20,1,6,5,10,3,0,0,1,73455.0,2088,0.0284255666734735,22,94.91,46,456,1,0,0,0,0,1
3,64961.0,0,1,97,382,114,276,75,124,38,2,6,4,4,3,0,0,3,21653.67,1009,0.0465971819095793,16,63.06,56,147,0,0,0,0,1,0
3,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,2,11402.0,26,0.0022803017014558,5,5.2,43,367,1,0,0,1,0,0
3,73687.0,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,1,2,36843.5,1627,0.0441597568092065,22,73.95,24,487,0,0,1,0,0,0
3,61074.0,0,1,37,789,0,133,0,28,152,7,11,5,8,7,0,0,3,20358.0,1102,0.0541310541310541,31,35.55,56,19,0,0,1,0,0,0
5,31686.0,1,1,31,11,0,5,0,0,1,2,1,0,3,6,0,0,4,7921.5,17,0.0021460581960487,6,2.83,50,676,0,0,1,0,0,0
3,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,3,26711.33,1690,0.0632690322795607,16,105.62,42,295,0,0,1,0,0,0
3,75027.0,0,1,74,925,64,179,133,12,77,2,9,4,6,5,0,0,3,25009.0,1390,0.0555799912031668,21,66.19,61,164,0,0,1,0,0,0
5,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,2,33773.0,2126,0.0629496935421786,20,106.3,26,33,0,0,1,0,0,0
4,65176.0,0,1,57,960,28,183,220,70,70,4,9,6,6,6,0,0,3,21725.33,1531,0.0704707362327752,25,61.24,45,92,0,0,0,0,1,0
4,31160.0,1,0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,2,15580.0,64,0.0041078305519897,7,9.14,39,414,1,0,0,1,0,0
3,29938.0,1,0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,2,14969.0,26,0.0017369229741465,6,4.33,29,455,1,0,0,1,0,0
3,102692.0,0,0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,102692.0,1112,0.01082849686441,29,38.34,40,250,1,1,0,0,0,0
2,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,2,13245.0,210,0.015855039637599,11,19.09,56,55,0,0,0,0,1,0
3,75702.0,1,1,77,650,28,353,45,42,30,5,4,6,11,8,0,0,4,18925.5,1148,0.0606588993685767,26,44.15,47,31,0,0,0,0,1,0
5,30899.0,1,0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,2,15449.5,33,0.0021359914560341,6,5.5,40,76,1,0,0,1,0,0
5,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,0,3,21114.0,1101,0.0521454958795112,19,57.95,53,79,0,0,0,0,1,0
3,45989.0,0,1,97,138,33,87,28,24,12,4,3,2,7,3,0,0,2,22994.5,322,0.0140033486268455,16,20.12,50,85,1,0,0,1,0,0
3,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,3,6233.67,44,0.0070584422980363,10,4.4,50,310,1,0,0,1,0,0
5,40737.0,2,1,24,11,0,4,0,0,2,1,1,0,2,8,0,0,4,10184.25,17,0.0016692441760561,4,4.25,57,497,1,0,0,1,0,0
3,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,0,1,2,7643.5,31,0.0040557336298815,6,5.17,35,73,1,1,0,0,0,0
5,69674.0,0,2,46,554,41,215,11,0,24,3,10,2,10,5,0,0,3,23224.67,845,0.0363837247203081,25,33.8,46,297,1,1,0,0,0,0
4,44159.0,1,0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,3,14719.67,275,0.0186824840502538,15,18.33,44,688,0,0,1,0,0,0
5,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,3,12572.33,25,0.0019884937795937,4,6.25,36,117,0,0,1,0,0,0
4,43776.0,1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,1,4,10944.0,275,0.0251279239766081,17,16.18,62,189,0,0,0,0,1,0
4,38179.0,1,1,30,38,4,22,4,2,20,4,3,1,3,7,0,0,4,9544.75,90,0.0094292673983079,11,8.18,48,228,0,0,1,0,0,0
3,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,0,0,2,40062.0,1495,0.037317158404473,19,78.68,51,697,0,0,1,0,0,0
5,38097.0,1,1,70,77,2,35,0,1,69,4,3,2,2,7,0,1,4,9524.25,184,0.0193191064913247,11,16.73,44,78,0,0,1,0,0,0
3,72940.0,0,0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,2,36470.0,981,0.0268988209487249,13,75.46,44,325,0,0,1,0,0,0
3,22070.0,1,0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,3,7356.67,67,0.0091073814647116,8,8.38,44,432,0,0,0,0,1,0
3,69267.0,0,0,31,778,44,499,95,73,146,2,3,4,5,7,0,1,1,69267.0,1635,0.0236043137424747,14,116.79,61,55,1,0,0,1,0,0
4,31788.0,1,0,15,16,7,23,0,8,6,3,3,0,4,5,1,0,2,15894.0,60,0.0037750094375235,10,6.0,31,599,1,0,0,1,0,0
5,61905.0,0,1,2,167,0,43,6,2,13,2,4,2,4,5,0,0,3,20635.0,231,0.0111945723285679,12,19.25,39,555,0,0,0,0,1,0
3,29315.0,1,1,55,13,2,14,8,7,4,4,2,0,4,6,0,0,4,7328.75,48,0.0065495480129626,10,4.8,54,616,0,0,1,0,0,0
3,33378.0,1,1,38,33,6,40,3,7,10,3,2,0,4,7,0,0,3,11126.0,99,0.0088980765773863,9,11.0,51,192,1,1,0,0,0,0
5,66313.0,0,1,86,625,7,99,10,22,7,2,6,3,12,4,0,0,3,22104.33,770,0.0348348038596962,23,33.48,51,414,0,0,0,0,1,0
3,60714.0,0,0,56,216,162,224,101,92,162,2,7,4,10,5,0,1,1,60714.0,957,0.015762427117304,23,41.61,58,172,1,0,0,1,0,0
4,77882.0,0,0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,2,38941.0,818,0.021006137490049,12,68.17,33,640,0,0,0,0,1,0
5,69867.0,0,0,30,196,0,512,33,130,54,1,3,5,8,1,0,1,1,69867.0,925,0.0132394406515236,17,54.41,28,247,1,0,0,1,0,0
4,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,2,31920.5,908,0.0284456697106874,22,41.27,46,266,1,1,0,0,0,0
1,24480.0,1,0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,3,8160.0,102,0.0125,10,10.2,33,197,0,0,1,0,0,0
3,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,3,17123.0,576,0.0336389651346142,16,36.0,38,88,0,0,0,0,1,0
3,37760.0,0,0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,2,18880.0,317,0.0167902542372881,13,24.38,68,33,0,0,0,0,1,0
5,65640.0,0,1,74,204,7,149,20,15,66,1,5,1,8,2,0,0,3,21880.0,461,0.0210694698354661,15,30.73,40,580,0,0,0,0,1,0
4,44319.0,1,1,18,26,0,8,0,0,3,2,2,0,3,5,0,0,4,11079.75,37,0.0033394255285543,7,5.29,39,627,0,0,1,0,0,0
3,30631.0,1,0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,3,10210.33,70,0.0068558019182533,7,10.0,40,348,0,0,1,0,0,0
3,75278.0,0,0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,2,37639.0,930,0.0247084141449028,23,40.43,62,184,0,0,0,0,1,0
4,50898.0,1,1,88,285,28,242,55,114,135,13,6,2,12,5,0,0,4,12724.5,859,0.0675075641479036,33,26.03,58,163,0,0,0,0,1,0
3,79946.0,0,0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,1,79946.0,1478,0.0184874790483576,22,67.18,48,652,1,0,0,0,0,1
4,35416.0,0,0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,1,35416.0,390,0.0110119719900609,16,24.38,65,319,1,1,0,0,0,0
2,32414.0,0,0,11,20,6,5,0,9,12,1,1,0,3,7,0,0,2,16207.0,52,0.0032084901585734,5,10.4,30,340,0,0,0,0,1,0
3,38361.0,1,0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,3,12787.0,137,0.0107140064127629,10,13.7,45,516,0,0,0,0,1,0
3,82497.0,0,0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,2,41248.5,1919,0.0465229038631707,19,101.0,34,94,0,0,1,0,0,0
3,16626.0,2,0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,4,4156.5,68,0.016359918200409,9,7.56,43,535,0,0,0,0,1,0
3,29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,4,7418.0,25,0.0033701806416823,4,6.25,49,226,0,0,0,0,1,0
4,55951.0,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,0,0,3,18650.33,1374,0.0736716186791332,23,59.74,62,25,0,0,0,0,1,0
2,35388.0,1,0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,2,17694.0,32,0.0018085226630496,5,6.4,26,221,1,1,0,0,0,0
4,42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,3,14128.67,100,0.0070778070405777,7,14.29,28,168,0,0,0,0,1,0
3,68627.0,0,0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,1,68627.0,825,0.0120215075699068,12,68.75,32,167,1,0,0,1,0,0
5,57912.0,0,1,34,801,0,80,0,0,35,5,8,3,12,5,0,0,2,28956.0,916,0.0316342036192844,28,32.71,49,596,1,1,0,0,0,0
3,35246.0,1,1,53,36,0,12,2,2,10,4,3,1,3,5,0,0,3,11748.67,62,0.005277193078025,11,5.64,56,626,1,1,0,0,0,0
2,58821.0,0,1,44,513,14,154,19,0,28,1,9,2,9,6,0,0,3,19607.0,728,0.0371295965726526,21,34.67,58,440,0,0,0,0,1,0
5,46377.0,1,0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,3,15459.0,90,0.0058218513487288,7,12.86,36,580,0,0,1,0,0,0
3,39747.0,1,0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,2,19873.5,273,0.013736885802702,13,21.0,26,623,1,0,0,1,0,0
3,23976.0,1,0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,3,7992.0,66,0.0082582582582582,10,6.6,30,516,0,0,0,0,1,0
4,80950.0,0,0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,2,40475.0,1213,0.0299691167387276,23,52.74,53,242,0,0,1,0,0,0
3,27038.0,0,0,64,1,26,25,17,23,15,1,3,0,3,9,0,1,1,27038.0,107,0.0039573932983208,7,15.29,48,51,1,0,0,0,0,1
3,77457.0,0,0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,77457.0,1157,0.0149373200614534,18,64.28,67,584,1,0,0,1,0,0
4,64100.0,0,1,93,509,0,27,0,0,10,1,8,3,6,7,0,0,3,21366.67,546,0.025553818166331,18,30.33,50,408,0,0,1,0,0,0
4,42670.0,0,0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,2,21335.0,241,0.0112959925005858,11,21.91,22,272,0,0,0,0,1,0
3,12571.0,1,0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,2,6285.5,53,0.0084321056399649,11,4.82,38,538,1,1,0,0,0,0
3,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,5,4514.8,37,0.0081952688934172,7,5.29,47,456,0,0,1,0,0,0
3,73812.0,0,0,69,861,138,461,60,30,61,1,6,5,12,3,0,0,2,36906.0,1611,0.0436514387904405,24,67.12,25,309,0,0,1,0,0,0
4,70893.0,0,0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,1,70893.0,1508,0.0212714936594586,23,65.57,38,192,1,0,0,1,0,0
3,54198.0,1,1,13,185,0,28,3,2,17,6,3,1,6,4,0,0,4,13549.5,235,0.0173438134248496,16,14.69,48,506,0,0,1,0,0,0
4,28839.0,1,1,86,24,0,7,0,0,1,2,2,0,3,5,0,0,4,7209.75,32,0.0044384340649814,7,4.57,58,590,0,0,0,0,1,0
3,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,4,10080.25,102,0.0101187966568289,8,12.75,42,365,0,0,1,0,0,0
3,66503.0,1,0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,2,33251.5,401,0.0120596063335488,15,26.73,29,16,1,0,0,1,0,0
3,30833.0,1,1,33,11,0,7,3,1,6,2,1,0,3,5,0,0,4,7708.25,28,0.0036324717023967,6,4.67,63,352,0,0,1,0,0,0
3,63608.0,1,2,67,738,20,172,52,50,20,6,2,3,10,7,0,0,4,15902.0,1052,0.0661552006036976,21,50.1,44,390,1,0,0,1,0,0
3,64795.0,0,1,23,412,5,119,38,29,77,3,3,3,12,2,0,0,3,21598.33,680,0.0314839156545899,21,32.38,43,172,0,0,1,0,0,0
3,34421.0,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,3,11473.67,30,0.0026146821374503,4,7.5,40,337,0,0,1,0,0,0
5,47025.0,1,1,6,16,0,3,0,0,1,1,1,0,2,7,0,0,3,15675.0,20,0.0012759170653907,4,5.0,49,560,1,1,0,0,0,0
5,64325.0,0,1,41,731,60,353,78,12,73,5,10,3,5,7,0,0,2,32162.5,1307,0.0406373882627283,23,56.83,53,193,1,1,0,0,0,0
3,40464.0,0,1,78,424,17,118,7,23,41,6,8,2,8,8,0,0,2,20232.0,630,0.0311387900355871,24,26.25,61,166,1,0,0,1,0,0
3,62187.0,0,0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,2,31093.5,1283,0.0412626433177352,18,71.28,57,341,0,0,1,0,0,0
5,14849.0,1,0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,2,7424.5,65,0.008754798302916,9,7.22,38,338,1,1,0,0,0,0
3,27255.0,1,0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,3,9085.0,37,0.0040726472206934,5,7.4,30,466,0,0,1,0,0,0
5,54432.0,2,1,37,33,0,5,0,0,0,1,1,0,3,4,0,0,5,10886.4,38,0.0034905937683715,5,7.6,64,284,0,0,1,0,0,0
5,29999.0,1,0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,2,14999.5,160,0.0106670222340744,12,13.33,28,199,1,0,0,1,0,0
3,24072.0,1,0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,2,12036.0,23,0.0019109338650714,4,5.75,31,261,1,0,0,1,0,0
5,33996.0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,1,33996.0,71,0.0020884809977644,6,11.83,25,409,1,0,0,1,0,0
5,66334.0,0,1,82,909,11,218,0,0,23,2,9,3,5,5,0,1,3,22111.33,1161,0.0525070178953504,19,61.11,58,248,0,0,1,0,0,0
4,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,0,1,3,11726.0,59,0.0050315538120416,5,11.8,43,165,0,0,1,0,0,0
3,22010.0,1,0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,3,7336.67,33,0.0044979534311888,7,4.71,31,336,0,0,0,0,1,0
3,62204.0,0,2,38,317,46,247,151,46,139,1,4,5,12,3,0,0,3,20734.67,946,0.0456240682875589,22,43.0,54,45,1,1,0,0,0,0
3,75693.0,0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,75693.0,1442,0.0190506387644828,22,65.55,46,130,1,1,0,0,0,0
3,30675.0,1,0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,3,10225.0,62,0.0060635696821515,5,12.4,42,106,0,0,1,0,0,0
3,83003.0,0,0,18,856,61,570,40,25,122,1,7,6,8,3,0,1,2,41501.5,1674,0.0403358914738021,22,76.09,49,217,0,0,0,0,1,0
3,68655.0,0,0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,1,68655.0,1538,0.0224018643944359,21,73.24,26,12,1,0,0,1,0,0
3,41411.0,0,0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,1,41411.0,139,0.003356596073507,8,17.38,28,496,1,1,0,0,0,0
5,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,0,3,18404.0,1182,0.0642251684416431,20,59.1,45,117,0,0,1,0,0,0
5,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,3,19764.0,507,0.02565270188221,18,28.17,64,319,0,0,0,0,1,0
1,27190.0,1,0,13,1,6,7,0,1,3,1,1,0,2,8,0,1,3,9063.33,18,0.0019860250040548,4,4.5,41,382,0,0,0,0,1,0
3,82623.0,0,0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,1,82623.0,940,0.0113769773549737,16,58.75,62,469,1,1,0,0,0,0
